" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","1","Terminator Salvation: The Future Begins","Sony","$488,138","-48.7%","70","-","$6,973","$1,647,535","2","USA"
"2","2","Night at the Museum: Battle of the Smithsonian","Fox","$151,375","-43.3%","50","-","$3,028","$1,693,981","3","USA"
"3","3","Angels & Demons","Sony","$97,912","-48.7%","50","-","$1,958","$1,768,179","4","USA"
"4","-","Star Trek","UIP","$28,117","-","25","-","$1,125","$28,117","-","USA"
"5","4","X-Men Origins: Wolverine","Fox","$8,615","-16.4%","7","-4","$1,231","$1,632,292","6","USA"
"6","5","Fast and Furious","UIP","$877","-89.5%","2","-4","$439","$2,289,638","10","USA"
"7","-","Dragonball Evolution","Fox","$562","-","1","-","$562","$1,250,879","11","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Terminator Salvation: The Future Begins","Sony","$951,257","-","70","-","$13,589","$951,257","1","USA"
"2","2","Night at the Museum: Battle of the Smithsonian","Fox","$266,963","-52.3%","50","-","$5,339","$1,392,300","2","USA"
"3","1","Angels & Demons","Sony","$190,904","-66.5%","50","-","$3,818","$1,622,157","3","USA"
"4","3","X-Men Origins: Wolverine","Fox","$10,306","-50.0%","11","-9","$937","$1,589,327","5","USA"
"5","4","Fast and Furious","UIP","$8,359","-59.0%","6","-6","$1,393","$2,247,952","9","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","1","Angels & Demons","Sony","$570,497","-3.9%","50","-","$11,410","$1,338,876","2","USA"
"2","N","Night at the Museum: Battle of the Smithsonian","Fox","$559,371","-","50","-","$11,187","$903,423","1","USA"
"3","2","X-Men Origins: Wolverine","Fox","$20,591","-74.6%","20","-22","$1,030","$1,568,273","4","USA"
"4","3","Fast and Furious","UIP","$20,373","-29.7%","12","+2","$1,698","$2,226,632","8","USA"
"-","5","Watchmen","UIP","$836","-82.0%","2","-3","$418","$351,839","5","USA"
"-","9","Yes Man","WB","$286","-63.2%","1","-","$286","$704,041","20","USA"
"-","8","Dragonball Evolution","Fox","$234","-84.7%","1","-2","$234","$1,229,681","9","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Angels & Demons","Sony","$593,470","-","50","-","$11,869","$593,470","1","USA"
"2","1","X-Men Origins: Wolverine","Fox","$81,117","-73.4%","42","-8","$1,931","$1,516,028","3","USA"
"3","2","Fast and Furious","UIP","$28,988","-0.6%","10","-4","$2,899","$2,180,408","7","USA"
"4","3","Monsters Vs. Aliens","UIP","$7,956","-58.2%","9","-4","$884","$804,189","6","USA"
"5","4","Watchmen","UIP","$4,633","-62.5%","5","-2","$927","$348,388","4","USA"
"6","6","The International","Sony","$2,236","-67.1%","5","-2","$447","$170,726","5","Germany, UK, USA"
"7","7","Race to Witch Mountain","Disney","$1,958","-62.2%","3","-1","$653","$512,811","5","USA"
"8","8","Dragonball Evolution","Fox","$1,528","-25.0%","3","+2","$509","$1,228,751","8","USA"
"9","5","Yes Man","WB","$777","-88.6%","1","-3","$777","$703,321","19","USA"
"10","10","Underworld: Rise of the Lycans","Sony","$679","-13.6%","1","-1","$679","$618,641","15","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","1","X-Men Origins: Wolverine","Fox","$304,867","-49.3%","50","-","$6,097","$1,320,755","2","USA"
"2","2","Fast and Furious","UIP","$29,152","-31.6%","14","-11","$2,082","$2,122,264","6","USA"
"3","5","Monsters Vs. Aliens","UIP","$19,044","-38.2%","13","+2","$1,465","$786,973","5","USA"
"4","4","Watchmen","UIP","$12,338","-64.5%","7","-14","$1,763","$336,431","3","USA"
"5","10","Yes Man","WB","$6,807","+408.0%","4","+2","$1,702","$699,438","18","USA"
"6","6","The International","Sony","$6,802","-41.6%","7","-3","$972","$167,635","4","Germany, UK, USA"
"7","3","Race to Witch Mountain","Disney","$5,184","-85.1%","4","-17","$1,296","$509,460","4","USA"
"8","8","Dragonball Evolution","Fox","$2,037","-50.1%","1","-2","$2,037","$1,225,827","7","USA"
"9","9","Valkyrie","Fox","$1,282","-57.3%","1","-1","$1,282","$494,106","13","Germany, USA"
"10","7","Underworld: Rise of the Lycans","Sony","$786","-83.6%","2","-1","$393","$617,721","14","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","X-Men Origins: Wolverine","Fox","$601,732","-","50","-","$12,035","$769,579","1","USA"
"2","2","Fast and Furious","UIP","$42,612","-63.4%","25","-15","$1,704","$2,024,305","5","USA"
"3","3","Race to Witch Mountain","Disney","$34,884","-56.9%","21","-9","$1,661","$480,053","3","USA"
"4","1","Watchmen","UIP","$34,736","-77.3%","21","-1","$1,654","$305,863","2","USA"
"5","4","Monsters Vs. Aliens","UIP","$30,820","-44.5%","11","-3","$2,802","$741,062","4","USA"
"6","5","The International","Sony","$11,646","-76.1%","10","-10","$1,165","$158,121","3","Germany, UK, USA"
"7","7","Underworld: Rise of the Lycans","Sony","$4,798","-66.8%","3","-3","$1,599","$615,536","13","USA"
"8","8","Dragonball Evolution","Fox","$4,079","-69.0%","3","-6","$1,360","$1,195,988","6","USA"
"9","6","Valkyrie","Fox","$3,000","-82.7%","2","-6","$1,500","$480,488","12","Germany, USA"
"10","9","Yes Man","WB","$1,340","-21.1%","2","+1","$670","$675,794","17","USA"
"11","10","Australia","Fox","$175","-64.5%","1","-","$175","$256,655","19","Australia, USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","5","Watchmen","UIP","$152,848","+614.2%","22","-","$6,948","$214,838","1","USA"
"2","2","Fast and Furious","UIP","$116,480","-29.0%","40","-","$2,912","$1,761,312","4","USA"
"3","1","Race to Witch Mountain","Disney","$80,842","-57.3%","30","-","$2,695","$379,273","2","USA"
"4","3","Monsters Vs. Aliens","UIP","$55,501","-51.9%","14","-16","$3,964","$629,913","3","USA"
"5","4","The International","Sony","$48,694","-28.2%","20","-3","$2,435","$138,993","2","Germany, UK, USA"
"6","8","Valkyrie","Fox","$17,346","+225.8%","8","+4","$2,168","$432,379","11","Germany, USA"
"7","7","Underworld: Rise of the Lycans","Sony","$14,430","-7.5%","6","-1","$2,405","$607,410","12","USA"
"8","6","Dragonball Evolution","Fox","$13,175","-22.8%","9","-8","$1,464","$1,087,159","5","USA"
"9","11","Yes Man","WB","$1,698","+38.6%","1","-","$1,698","$617,532","16","USA"
"10","9","Australia","Fox","$493","-84.8%","1","-4","$493","$234,958","18","Australia, USA"
