" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"4","2","Welcome Home Roscoe Jenkins","$43,886","-66.9%","15","-3","$2,926","$468,339","3","USA"
"5","3","Vantage Point","$41,677","-61.9%","12","-6","$3,473","$426,982","3","USA"
"6","1","The Hunting Party","$25,517","-81.4%","15","-4","$1,701","$192,778","2","Bosnia, Croatia, USA"
"7","N"," Like Minds","$25,272","-","9","-","$2,808","$25,272","1","Australia, UK"
"8","N","Margot at the Wedding","$16,342","-","14","-","$1,167","$16,342","1","USA"
"9","4","In the Name of the King: A Dungeon Siege Tale","$14,559","-77.3%","14","-1","$1,040","$652,591","4","Canada, Germany, USA"
"10","8","Jumper","$13,787","-55.2%","3","-1","$4,596","$673,824","5","USA"
"11","9","27 Dresses","$6,825","-71.8%","2","-6","$3,413","$408,053","5","USA"
"12","10","There Will Be Blood","$6,334","-66.5%","2","-2","$3,167","$83,097","3","USA"
"13","12"," Les Chevaliers du ciel (Sky Fighters)","$4,060","-75.8%","3","-4","$1,353","$27,165","2","Unknown"
"14","6","The Marsh","$3,735","-90.2%","5","-7","$747","$148,172","3","Canada"
"15","5","Into the Wild","$3,627","-92.6%","2","-14","$1,814","$66,918","2","USA"
"16","N","The Savages","$2,888","-","3","-","$963","$2,888","1","USA"
"17","14","Enchanted","$2,464","-70.2%","1","-1","$2,464","$605,425","8","USA"
"18","7","Feast of Love","$2,443","-92.5%","2","-5","$1,222","$47,209","2","USA"
"19","19","Beowulf","$2,396","-18.1%","1","-","$2,396","$685,694","17","USA"
"20","20","Bee Movie","$2,360","-19.2%","1","-4","$2,360","$813,736","14","USA"
"21","16","The Kite Runner","$1,601","-58.0%","1","-","$1,601","$80,612","5","USA"
"22","21","No Country for Old Men","$1,383","-47.5%","1","-","$1,383","$207,115","7","USA"
"23","18","Rambo","$1,295","-62.6%","1","-","$1,295","$1,090,821","8","Germany, USA"
"24","17","Love in the Time of Cholera","$1,062","-71.4%","1","-1","$1,062","$45,793","3","USA"
"25","23","P.S. I Love You","$738","-59.3%","1","-","$738","$247,009","9","USA"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","The Hunting Party","$136,934","-","19","-","$7,207","$136,934","1","Bosnia, Croatia, USA"
"2","1","Welcome Home Roscoe Jenkins","$132,540","-36.2%","18","-1","$7,363","$395,329","2","USA"
"3","2","Vantage Point","$109,432","-42.1%","18","-1","$6,080","$349,588","2","USA"
"4","3","In the Name of the King: A Dungeon Siege Tale","$64,095","-33.3%","15","-4","$4,273","$622,222","3","Canada, Germany, USA"
"5","N","Into the Wild","$49,033","-","16","-","$3,065","$49,033","1","USA"
"6","4","The Marsh","$37,936","-47.9%","12","-3","$3,161","$134,602","2","Canada"
"7","N","Feast of Love","$32,714","-","7","-","$4,673","$32,714","1","USA"
"8","7","Jumper","$30,758","-20.6%","4","-2","$7,690","$650,767","4","USA"
"9","8","27 Dresses","$24,205","-35.5%","8","-3","$3,026","$393,726","4","USA"
"10","6","There Will Be Blood","$18,924","-52.0%","4","-1","$4,731","$70,729","2","USA"
"11","N","Run Fat Boy Run","$17,724","-","6","-","$2,954","$17,724","1","UK, USA"
"12","N"," Les Chevaliers du ciel (Sky Fighters)","$16,779","-","7","-","$2,397","$16,779","1","Unknown"
"13","N"," Ourid Khoolaan (Oreed 7'Ol3an)","$15,039","-","8","-","$1,880","$15,039","1","Unknown"
"14","-","Enchanted","$8,266","-12.0%","2","-2","$4,133","$601,336","7","USA"
"15","5","One Missed Call","$6,787","-85.7%","3","-12","$2,262","$265,261","3","USA"
"16","-","The Kite Runner","$3,810","-11.4%","1","-2","$3,810","$77,472","4","USA"
"17","9","Love in the Time of Cholera","$3,717","-86.5%","2","-12","$1,859","$43,303","2","USA"
"18","-","Rambo","$3,461","-53.7%","1","-3","$3,461","$1,088,646","7","Germany, USA"
"19","-","Beowulf","$2,927","+20.7%","1","-","$2,927","$682,222","16","USA"
"20","-","Bee Movie","$2,922","+34.2%","5","-","$584","$810,789","13","USA"
"21","-","No Country for Old Men","$2,635","-62.1%","1","-","$2,635","$205,026","6","USA"
"22","-","The Water Horse: Legend of the Deep","$2,259","+0.2%","2","+1","$1,130","$135,061","5","UK, USA"
"23","-","P.S. I Love You","$1,811","+16.6%","1","-","$1,811","$245,708","8","USA"
"24","-","Cloverfield","$907","-74.4%","1","-1","$907","$467,433","5","USA"
"25","-"," Code 36","$449","-","1","-","$449","$28,193","2","Unknown"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Welcome Home Roscoe Jenkins","$207,674","-","19","-","$10,930","$207,674","1","USA"
"2","N","Vantage Point","$188,887","-","19","-","$9,941","$188,887","1","USA"
"3","1","In the Name of the King: A Dungeon Siege Tale","$96,027","-73.2%","19","-13","$5,054","$531,554","2","Canada, Germany, USA"
"4","N","The Marsh","$72,802","-","15","-","$4,853","$72,802","1","Canada"
"5","2","One Missed Call","$47,496","-68.6%","15","-3","$3,166","$241,685","2","USA"
"6","N","There Will Be Blood","$39,419","-","5","-","$7,884","$39,419","1","USA"
"7","3","Jumper","$38,726","-66.2%","6","-12","$6,454","$609,589","3","USA"
"8","4","27 Dresses","$37,537","-58.1%","11","-6","$3,412","$357,452","3","USA"
"9","N","Love in the Time of Cholera","$27,441","-","14","-","$1,960","$27,441","1","USA"
"-","6","Enchanted","$9,394","-55.2%","4","-","$2,349","$591,794","6","USA"
"-","5","Awake","$8,907","-83.3%","3","-6","$2,969","$83,044","2","USA"
"-","N","Persepolis","$8,569","-","3","-","$2,856","$8,569","1","France, USA"
"-","7","Rambo","$7,467","-63.7%","4","-5","$1,867","$1,083,303","6","Germany, USA"
"-","-","No Country for Old Men","$6,946","+205.1%","1","-","$6,946","$200,737","5","USA"
"-","-","The Kite Runner","$4,300","-67.4%","3","-","$1,433","$71,706","3","USA"
"-","-","Cloverfield","$3,542","-71.6%","2","-2","$1,771","$465,542","4","USA"
"-","-","Alvin and the Chipmunks","$2,743","-26.2%","1","-","$2,743","$375,968","11","USA"
"-","-","Beowulf","$2,425","-27.4%","1","-","$2,425","$677,999","15","USA"
"-","-","The Water Horse: Legend of the Deep","$2,255","-76.3%","1","-3","$2,255","$132,690","4","UK, USA"
"-","-","Bee Movie","$2,178","-28.2%","5","-4","$436","$808,075","12","USA"
"-","-","In the Valley of Elah","$1,809","-59.9%","1","-","$1,809","$63,866","3","USA"
"-","-","P.S. I Love You","$1,553","-32.8%","1","-","$1,553","$243,402","7","USA"
"-","-","Michael Clayton","$1,154","+5.5%","1","-","$1,154","$176,534","12","USA"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","In the Name of the King: A Dungeon Siege Tale","$358,772","-","32","-","$11,212","$358,772","1","Canada, Germany, USA"
"2","N","One Missed Call","$151,431","-","18","-","$8,413","$151,431","1","USA"
"3","1","Jumper","$114,399","-66.3%","18","-1","$6,356","$532,141","2","USA"
"4","2","27 Dresses","$89,663","-43.5%","17","-2","$5,274","$293,639","2","USA"
"5","N","Awake","$53,232","-","9","-","$5,915","$53,232","1","USA"
"6","8","Enchanted","$20,950","-28.7%","4","-4","$5,238","$578,680","5","USA"
"7","5","Rambo","$20,574","-58.8%","9","-6","$2,286","$1,066,393","5","Germany, USA"
"-","3","The Mist","$16,109","-84.0%","10","-9","$1,611","$145,949","2","USA"
"-","N","Redacted","$14,563","-","4","-","$3,641","$14,563","1","Canada, USA"
"-","7","The Kite Runner","$13,202","-62.5%","3","-14","$4,401","$63,435","2","USA"
"-","4","Cloverfield","$12,450","-79.2%","4","-13","$3,113","$457,900","3","USA"
"-","9","The Water Horse: Legend of the Deep","$9,530","-61.8%","4","-3","$2,383","$128,865","3","UK, USA"
"-","N","You Kill Me","$9,418","-","8","-","$1,177","$9,418","1","USA"
"-","6","In the Valley of Elah","$4,508","-89.3%","1","-11","$4,508","$60,713","2","USA"
"-","14","Alvin and the Chipmunks","$3,715","+27.7%","1","-","$3,715","$372,702","10","USA"
"-","15","Beowulf","$3,338","+36.1%","1","-","$3,338","$674,117","14","USA"
"-","16","Bee Movie","$3,035","+32.6%","9","+8","$337","$804,619","11","USA"
"-","13","P.S. I Love You","$2,312","-40.4%","1","-1","$2,312","$240,879","6","USA"
"-","12","No Country for Old Men","$2,277","-55.6%","1","-2","$2,277","$191,399","4","USA"
"-","10","Sweeney Todd: The Demon Barber of Fleet Street","$2,011","-89.9%","1","-6","$2,011","$159,206","3","UK, USA"
"-","-","Michael Clayton","$1,094","+119.2%","1","-","$1,094","$175,224","11","USA"
"-","20","Martian Child","$311","-84.3%","1","-2","$311","$43,226","3","USA"
"-","-","Tyler Perry's Daddy's Little Girls","$49","-94.0%","1","-","$49","$75,934","4","Unknown"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Jumper","$339,607","-","19","-","$17,874","$339,607","1","USA"
"2","N","27 Dresses","$158,566","-","19","-","$8,346","$158,566","1","USA"
"3","N","The Mist","$100,428","-","19","-","$5,286","$100,428","1","USA"
"4","1","Cloverfield","$59,807","-80.7%","17","-1","$3,518","$428,618","2","USA"
"5","3","Rambo","$49,958","-48.6%","15","-2","$3,331","$1,027,104","4","Germany, USA"
"6","N","In the Valley of Elah","$42,225","-","12","-","$3,519","$42,225","1","USA"
"7","N","The Kite Runner","$35,221","-","17","-","$2,072","$35,221","1","USA"
"8","4","Enchanted","$29,396","-65.2%","8","-5","$3,675","$546,536","4","USA"
"9","5","The Water Horse: Legend of the Deep","$24,933","-65.9%","7","-10","$3,562","$114,384","2","UK, USA"
"10","2","Sweeney Todd: The Demon Barber of Fleet Street","$19,904","-80.7%","7","-7","$2,843","$150,467","2","UK, USA"
"11","N","The 11th Hour","$5,411","-","2","-","$2,706","$5,411","1","USA"
"12","7","No Country for Old Men","$5,127","-83.2%","3","-10","$1,709","$187,512","3","USA"
"13","-","P.S. I Love You","$3,881","-76.4%","2","-4","$1,941","$237,069","5","USA"
"14","-","Alvin and the Chipmunks","$2,909","-55.6%","1","-1","$2,909","$367,484","9","USA"
"15","-","Beowulf","$2,452","-47.1%","1","-","$2,452","$669,580","13","USA"
"16","-","Bee Movie","$2,289","+53.7%","1","-","$2,289","$800,877","10","USA"
"17","N","I'm Not There","$2,248","-","3","-","$749","$2,248","1","Germany, USA"
"18","6","Alien vs. Predator - Requiem","$2,181","-96.4%","2","-17","$1,091","$377,588","3","USA"
"19","-","I Am Legend","$2,063","-83.5%","1","-2","$2,063","$1,155,471","6","USA"
"20","8","Martian Child","$1,986","-93.2%","3","-9","$662","$42,409","2","USA"
"-","-","Tyler Perry's Daddy's Little Girls","$817","-91.3%","1","-7","$817","$74,764","3","Unknown"
"-","-","Michael Clayton","$499","-46.0%","1","-","$499","$173,991","10","USA"
"-","-","Charlie Wilson's War","$451","-59.2%","1","-","$451","$315,936","7","USA"
"-","-","The Good Night","$123","-94.2%","1","-","$123","$32,215","3","Germany, UK, USA"
"-","-","OSS 117: Le Caire nid d'espions (OSS 117: Cairo, Nest of Spies)","$41","-98.3%","1","-4","$41","$3,501","2","France"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Cloverfield","$310,411","-","18","-","$17,245","$310,411","1","USA"
"2","N","Sweeney Todd: The Demon Barber of Fleet Street","$102,969","-","14","-","$7,355","$102,969","1","UK, USA"
"3","2","Rambo","$97,093","-48.7%","17","-1","$5,711","$942,052","3","Germany, USA"
"4","3","Enchanted","$84,430","-42.6%","13","-2","$6,495","$492,930","3","USA"
"5","N","The Water Horse: Legend of the Deep","$73,050","-","17","-","$4,297","$73,050","1","UK, USA"
"6","1","Alien vs. Predator - Requiem","$59,677","-75.6%","19","-","$3,141","$354,575","2","USA"
"7","4","No Country for Old Men","$30,594","-72.1%","13","-6","$2,353","$171,634","2","USA"
"8","N","Martian Child","$29,262","-","12","-","$2,439","$29,262","1","USA"
"-","9","P.S. I Love You","$16,438","-27.8%","6","+2","$2,740","$223,775","4","USA"
"-","5","Meet the Spartans","$16,128","-67.2%","5","-2","$3,226","$195,138","3","USA"
"-","N","Seraphim Falls","$14,823","-","5","-","$2,965","$14,823","1","USA"
"-","N"," Highlander: The Source","$14,642","-","3","-","$4,881","$14,642","1","Unknown"
"-","8","I Am Legend","$12,481","-55.2%","3","-2","$4,160","$1,147,741","5","USA"
"-","7","Tyler Perry's Daddy's Little Girls","$9,356","-79.1%","8","-7","$1,170","$70,481","2","Unknown"
"-","12","Alvin and the Chipmunks","$6,553","-37.4%","2","-","$3,277","$361,681","8","USA"
"-","15","Beowulf","$4,632","-11.2%","1","-","$4,632","$665,084","12","USA"
"-","13","The Golden Compass","$3,592","-48.9%","2","-","$1,796","$429,769","7","UK, USA"
"-","14","National Treasure: Book of Secrets","$2,698","-60.9%","2","-","$1,349","$1,122,370","8","USA"
"-","N","OSS 117: Le Caire nid d'espions (OSS 117: Cairo, Nest of Spies)","$2,360","-","5","-","$472","$2,360","1","France"
"-","10","The Good Night","$2,102","-90.5%","1","-5","$2,102","$31,619","2","Germany, UK, USA"
"-","17","Bee Movie","$1,489","-49.2%","1","-","$1,489","$797,762","9","USA"
"-","18","Charlie Wilson's War","$1,105","-61.8%","1","-","$1,105","$315,109","6","USA"
"-","20","Michael Clayton","$924","+0.9%","1","-","$924","$172,890","9","USA"
"-","6"," Al Shayateen","$678","-98.5%","1","-13","$678","$61,508","2","Unknown"
"-","19"," The Ugly Duckling and Me!","$510","-63.7%","1","-","$510","$86,471","6","Denmark, France, Germany, Ireland, UK"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Alien vs. Predator - Requiem","$244,287","-","19","-","$12,857","$244,287","1","USA"
"2","1","Rambo","$189,286","-60.0%","18","-14","$10,516","$787,484","2","Germany, USA"
"3","2","Enchanted","$147,054","-25.0%","15","-","$9,804","$380,128","2","USA"
"4","N","No Country for Old Men","$109,441","-","19","-","$5,760","$109,441","1","USA"
"5","3","Meet the Spartans","$49,099","-34.7%","7","-3","$7,014","$159,029","2","USA"
"6","N"," Al Shayateen","$46,426","-","14","-","$3,316","$46,426","1","Unknown"
"7","N","Tyler Perry's Daddy's Little Girls","$44,745","-","15","-","$2,983","$44,745","1","Unknown"
"8","4","I Am Legend","$27,849","-47.9%","5","-7","$5,570","$1,126,375","4","USA"
"9","5","P.S. I Love You","$22,777","-46.6%","4","-11","$5,694","$197,349","3","USA"
"10","N","The Good Night","$22,185","-","6","-","$3,698","$22,185","1","Germany, UK, USA"
"11","N","Peaceful Warrior","$16,155","-","11","-","$1,469","$16,155","1","Unknown"
"12","12","Alvin and the Chipmunks","$10,466","+21.2%","2","-2","$5,233","$353,216","7","USA"
"13","10","The Golden Compass","$7,034","-49.3%","2","-1","$3,517","$423,770","6","UK, USA"
"14","8","National Treasure: Book of Secrets","$6,893","-60.9%","2","-3","$3,447","$1,117,278","7","USA"
"15","17","Beowulf","$5,218","+24.8%","1","-","$5,218","$658,694","11","USA"
"16","7","Even Money","$3,208","-89.9%","2","-8","$1,604","$47,516","2","Unknown"
"17","13","Bee Movie","$2,928","-65.0%","1","-10","$2,928","$47,516","8","USA"
"18","11","Charlie Wilson's War","$2,890","-73.4%","1","-2","$2,890","$312,856","5","USA"
"19","21"," The Ugly Duckling and Me!","$1,406","+0.9%","1","-","$1,406","$85,773","5","Denmark, France, Germany, Ireland, UK"
"20","19","Michael Clayton","$916","-47.9%","1","-","$916","$171,656","8","USA"
"21","18","August Rush","$659","-65.7%","1","-","$659","$81,395","4","USA"
"22","9","Mr. Woodcock","$349","-97.5%","1","-10","$349","$102,875","3","USA"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Rambo","$472,665","-","32","-","$14,771","$472,665","1","Germany, USA"
"2","N","Enchanted","$195,935","-","15","-","$13,062","$195,935","1","USA"
"3","N","Meet the Spartans","$75,143","-","10","-","$7,514","$75,143","1","USA"
"4","1","I Am Legend","$53,404","-71.2%","12","-10","$4,450","$1,073,571","3","USA"
"5","2","P.S. I Love You","$42,618","-45.4%","15","+1","$2,841","$152,236","2","USA"
"6","N"," Ahlam hakekya","$39,430","-","16","-","$2,464","$39,430","1","Unknown"
"7","N","Even Money","$31,831","-","10","-","$3,183","$31,831","1","Unknown"
"8","7","National Treasure: Book of Secrets","$17,640","-49.1%","5","-","$3,528","$1,101,450","6","USA"
"9","3","Mr. Woodcock","$14,075","-79.3%","11","-5","$1,280","$97,008","2","USA"
"10","10","The Golden Compass","$13,870","-39.2%","3","+1","$4,623","$411,086","5","UK, USA"
"11","8","Charlie Wilson's War","$10,873","-55.3%","3","-2","$3,624","$306,212","4","USA"
"12","12","Alvin and the Chipmunks","$8,638","-36.2%","4","-","$2,160","$345,033","6","USA"
"13","11","Bee Movie","$8,354","-44.3%","11","-","$759","$789,899","7","USA"
"14","6"," Fi Mahattat Masr","$6,583","-87.3%","3","-11","$2,194","$209,007","3","Unknown"
"15","5","First Snow","$5,685","-89.7%","10","-2","$569","$72,323","2","Unknown"
"16","4","Bug","$5,206","-91.7%","3","-16","$1,735","$83,100","2","USA"
"17","17","Beowulf","$4,180","-2.2%","1","-","$4,180","$650,817","10","USA"
"18","13","August Rush","$1,922","-84.3%","1","-5","$1,922","$79,913","3","USA"
"19","23","Michael Clayton","$1,758","+145.5%","1","-","$1,758","$170,012","7","USA"
"20","18","Death Sentence","$1,494","-58.6%","1","-2","$1,494","$341,210","5","USA"
"21","14"," The Ugly Duckling and Me!","$1,393","-87.5%","1","-4","$1,393","$84,064","4","Denmark, France, Germany, Ireland, UK"
"22","15","Things We Lost in the Fire","$592","-87.2%","1","-","$592","$55,555","3","UK, USA"
"23","20","Sydney White","$482","-75.0%","1","-","$482","$234,806","5","USA"
"24","22","Mr. Magorium's Wonder Emporium","$385","-74.4%","1","-","$385","$124,274","6","USA"
"25","21","I Know Who Killed Me","$41","-97.5%","1","-","$41","$146,948","4","USA"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","1","I Am Legend","$185,341","-71.3%","22","-1","$8,425","$973,615","2","USA"
"2","N","P.S. I Love You","$78,023","-","14","-","$5,573","$78,023","1","USA"
"3","N","Mr. Woodcock","$67,877","-","16","-","$4,242","$67,877","1","USA"
"4","N","Bug","$62,391","-","19","-","$3,284","$62,391","1","USA"
"5","N","First Snow","$55,232","-","12","-","$4,603","$55,232","1","Unknown"
"6","2"," Fi Mahattat Masr","$51,760","-48.9%","14","+1","$3,697","$187,682","2","Unknown"
"7","4","National Treasure: Book of Secrets","$34,629","-33.4%","5","-3","$6,926","$1,073,755","5","USA"
"8","3","Charlie Wilson's War","$24,316","-56.3%","5","-12","$4,863","$287,906","3","USA"
"9","N","Dan in Real Life","$22,821","-","8","-","$2,853","$22,821","1","USA"
"10","5","The Golden Compass","$22,798","-51.0%","2","-2","$11,399","$389,225","4","UK, USA"
"11","8","Bee Movie","$14,999","-43.0%","11","-1","$1,364","$777,113","6","USA"
"12","12","Alvin and the Chipmunks","$13,534","+0.8%","4","-","$3,384","$335,264","5","USA"
"13","6","August Rush","$12,272","-70.5%","6","-8","$2,045","$87,961","2","USA"
"14","11"," The Ugly Duckling and Me!","$11,127","-33.2%","5","-2","$2,225","$79,718","3","Denmark, France, Germany, Ireland, UK"
"15","7","Things We Lost in the Fire","$4,606","-86.0%","1","-18","$4,606","$54,628","2","UK, USA"
"16","N","Silk","$4,535","-","2","-","$2,268","$4,535","1","Canada, France, Italy, Japan, UK"
"17","16","Beowulf","$4,275","-40.9%","1","-","$4,275","$644,336","9","USA"
"18","13","Death Sentence","$3,605","-68.0%","3","-8","$1,202","$339,018","4","USA"
"19","19","American Gangster","$2,129","-21.2%","1","-","$2,129","$520,146","8","USA"
"20","10","Sydney White","$1,925","-89.7%","1","-13","$1,925","$348,918","4","USA"
"21","9","I Know Who Killed Me","$1,657","-91.5%","1","-14","$1,657","$146,544","3","USA"
"22","21","Mr. Magorium's Wonder Emporium","$1,503","-34.7%","1","-","$1,503","$123,774","5","USA"
"23","22","Michael Clayton","$716","-66.7%","1","-","$716","$167,843","6","USA"
"24","17"," Al Hob Keddah","$547","-90.9%","2","-4","$274","$190,387","4","Unknown"
"25","20","30 Days of Night","$294","-88.0%","1","-","$294","$472,339","5","USA"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","I Am Legend","$645,776","-","23","-","$28,077","$645,776","1","USA"
"2","N"," Fi Mahattat Masr","$101,206","-","13","-","$7,785","$101,206","1","Unknown"
"3","1","Charlie Wilson's War","$55,619","-60.0%","17","-2","$3,272","$237,853","2","USA"
"4","3","National Treasure: Book of Secrets","$52,011","-34.9%","8","-5","$6,501","$1,014,267","4","USA"
"5","4","The Golden Compass","$46,563","-34.1%","4","-","$11,641","$348,965","3","UK, USA"
"6","N","August Rush","$41,556","-","14","-","$2,968","$41,556","1","USA"
"7","N","Things We Lost in the Fire","$32,866","-","19","-","$1,730","$32,866","1","UK, USA"
"8","11","Bee Movie","$26,321","-19.4%","12","-5","$2,193","$751,569","5","USA"
"9","2","I Know Who Killed Me","$19,511","-77.7%","15","+1","$1,301","$134,236","2","USA"
"10","8","Sydney White","$18,593","-55.5%","14","-2","$1,328","$222,802","3","USA"
"11","9"," The Ugly Duckling and Me!","$16,659","-54.6%","7","-3","$2,380","$63,352","2","Denmark, France, Germany, Ireland, UK"
"12","12","Alvin and the Chipmunks","$13,427","-54.1%","4","-7","$3,357","$316,012","4","USA"
"13","5","Death Sentence","$11,258","-81.8%","11","-8","$1,023","$330,419","3","USA"
"14","10","Rendition","$11,194","-68.5%","4","-","$2,799","$60,143","2","USA"
"15","7","Wedding Daze","$8,705","-79.4%","3","-5","$2,902","$68,772","2","USA"
"16","15","Beowulf","$7,229","+1.7%","1","-","$7,229","$637,584","8","USA"
"17","6"," Al Hob Keddah","$6,029","-88.0%","6","-8","$1,005","$188,042","3","Unknown"
"18","N","Becoming Jane","$5,536","-","2","-","$2,768","$5,536","1","Unknown"
"19","18","American Gangster","$2,701","-12.1%","1","-","$2,701","$516,672","7","USA"
"20","13","30 Days of Night","$2,456","-89.0%","1","-13","$2,456","$471,674","4","USA"
"21","21","Mr. Magorium's Wonder Emporium","$2,301","-5.7%","1","-2","$2,301","$121,351","4","USA"
"22","17","Michael Clayton","$2,147","-34.3%","1","-1","$2,147","$166,166","5","USA"
"23","20","Elizabeth: The Golden Age","$327","-87.8%","1","-","$327","$220,760","6","France, Germany, UK"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Charlie Wilson's War","$139,045","-","19","-","$7,318","$139,045","1","USA"
"2","N","I Know Who Killed Me","$87,471","-","14","-","$6,248","$87,471","1","USA"
"3","2","National Treasure: Book of Secrets","$79,917","-42.4%","13","-7","$6,147","$926,793","3","USA"
"4","3","The Golden Compass","$70,636","-48.1%","4","-","$17,659","$279,583","2","UK, USA"
"5","1","Death Sentence","$61,886","-62.1%","19","-","$3,257","$296,958","2","USA"
"6","-"," Al Hob Keddah","$50,375","-","14","-","$3,598","$165,826","2","Unknown"
"7","N","Wedding Daze","$42,302","-","8","-","$5,288","$42,302","1","USA"
"8","4","Sydney White","$41,736","-55.1%","16","-3","$2,609","$189,661","2","USA"
"9","N"," The Ugly Duckling and Me!","$36,701","-","10","-","$3,670","$36,701","1","Denmark, France, Germany, Ireland, UK"
"10","N","Rendition","$35,518","-","4","-","$8,880","$35,518","1","USA"
"11","-","Bee Movie","$32,659","-52.8%","17","-","$1,921","$716,940","4","USA"
"12","-","Alvin and the Chipmunks","$29,259","-27.4%","11","-4","$2,660","$295,867","3","USA"
"13","-","30 Days of Night","$22,260","-61.6%","14","-5","$1,590","$460,349","3","USA"
"14","-","The Assassination of Jesse James by the Coward Robert Ford","$7,183","-78.9%","3","-3","$2,394","$59,231","2","USA"
"15","-","Beowulf","$7,107","-13.6%","1","-","$7,107","$627,128","7","USA"
"16","-","Fred Claus","$6,095","-74.1%","2","-4","$3,048","$188,756","3","Unknown"
"17","-","Michael Clayton","$3,266","-55.4%","2","-","$1,633","$162,884","4","USA"
"18","-","American Gangster","$3,073","-22.4%","1","-","$3,073","$512,921","6","USA"
"19","-","Hitman","$2,980","-89.3%","2","-5","$1,490","$638,564","4","France, USA"
"20","-","Elizabeth: The Golden Age","$2,683","-2.4%","1","-","$2,683","$219,441","5","France, Germany, UK"
"21","-","Mr. Magorium's Wonder Emporium","$2,440","-81.5%","3","-9","$813","$118,465","3","USA"
