" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"9","7","Gulliver's Travels","Fox","$23,912","-53.6%","16","-4","$1,495","$311,179","4"
"10","8","Megamind","UIP","$23,634","-41.9%","23","-4","$1,028","$1,179,789","8"
"11","11","The Chronicles of Narnia: The Voyage of the Dawn Treader","Fox","$17,350","-29.9%","22","-1","$789","$718,254","7"
"12","13","The Social Network","Sony","$11,688","+18.4%","6","-2","$1,948","$1,236,954","13"
"13","12","Harry Potter and the Deathly Hallows (Part One)","WB","$9,459","-42.6%","10","-11","$946","$2,444,497","10"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","The Tourist","Sony","$251,244","-28.8%","23","-","$10,924","$709,577","2"
"2","N","The Green Hornet","Sony","$111,974","-","21","-","$5,332","$111,974","1"
"3","N","Love and Other Drugs","Fox","$109,934","-","18","-","$6,107","$109,934","1"
"4","N","Hereafter","WB","$104,251","-","23","-","$4,533","$104,251","1"
"5","2","Little Fockers","UIP","$71,082","-39.2%","28","-","$2,539","$724,495","4"
"6","3","Tangled","Disney","$68,939","-19.1%","34","-1","$2,028","$2,071,617","8"
"7","4","Gulliver's Travels","Fox","$51,563","-37.8%","20","-2","$2,578","$277,084","3"
"8","7","Megamind","UIP","$40,683","-18.2%","27","-4","$1,507","$1,152,991","7"
"9","6","Due Date","WB","$30,383","-49.4%","20","-4","$1,519","$1,240,351","7"
"10","5","Tron Legacy","Disney","$29,253","-52.4%","13","-7","$2,250","$810,846","5"
"11","8","The Chronicles of Narnia: The Voyage of the Dawn Treader","Fox","$24,763","-14.2%","23","-6","$1,077","$695,772","6"
"12","9","Harry Potter and the Deathly Hallows (Part One)","WB","$16,473","-25.2%","21","-2","$784","$2,431,305","9"
"13","11","The Social Network","Sony","$9,874","-20.3%","8","-1","$1,234","$1,213,783","12"
"14","10","Paranormal Activity 2","UIP","$9,075","-47.2%","8","-4","$1,134","$238,379","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","The Tourist","Sony","$352,962","-","23","-","$15,346","$352,962","1"
"2","1","Little Fockers","UIP","$116,928","-33.6%","28","-","$4,176","$627,608","3"
"3","4","Tangled","Disney","$85,220","-0.4%","35","-3","$2,435","$1,987,733","7"
"4","2","Gulliver's Travels","Fox","$82,930","-16.6%","22","-","$3,770","$209,342","2"
"5","3","Tron Legacy","Disney","$61,420","-32.0%","20","-2","$3,071","$768,565","4"
"6","5","Due Date","WB","$60,088","-18.4%","24","-","$2,504","$1,196,214","6"
"7","6","Megamind","UIP","$49,729","+4.9%","31","-","$1,604","$1,106,411","6"
"8","7","The Chronicles of Narnia: The Voyage of the Dawn Treader","Fox","$28,849","-28.4%","29","-","$995","$666,247","5"
"9","8","Harry Potter and the Deathly Hallows (Part One)","WB","$22,028","-31.0%","23","-13","$958","$2,406,633","8"
"10","9","Paranormal Activity 2","UIP","$17,190","-10.4%","12","-2","$1,433","$226,303","5"
"11","10","The Social Network","Sony","$12,381","-21.4%","9","-6","$1,376","$1,187,840","11"
"12","11","Life as We Know It","WB","$9,904","-34.3%","8","+1","$1,238","$725,513","10"
